Text,Text1,ID,LanguageID,ConditionID,EmotesID,Flags,ChatBubbleDurationMs,VoiceOverPriorityID,SoundKitID1,SoundKitID2,EmoteId1,EmoteId2,EmoteId3,EmoteDelay1,EmoteDelay2,EmoteDelay3,VerifiedBuild
"The Plates of Uldum are discs synthesized by the Creators that allow access into the Uldum compound.  These discs house and store specific data related to the Creators' activities here.$B$BPhysically, they are nearly identical in circumference to the disc set you currently possess.  Their markings, however, are directly related to information on Uldum as opposed to the Uldaman complex.",,4061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Several sets of the Plates of Uldum have been synthesized by the Creators for their expressed use.  The Creators control the distribution of said discs for all complexes on this world.  As such, Azeroth has been rescheduled for visitation, and therefore future discs may enter circulation at that time.$B$BExisting discs have been fully distributed to those parties with appropriate security clearance.",,4062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"The Creators use visitation as a means to reestablish control over seeded worlds when forces, both external and internal, upset the matrix dynamics associated with it.  Such tactics are not to be taken lightly when executed by the Creators.$B$BFor additional information on this world's scheduled visitation, please consult the appropriate data repository that fields all Creator-related scheduling considerations.",,4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
Uldum is a research facility for the Creators in their continuing efforts to enhance the biosphere of Azeroth.  Specific information regarding their work as it relates to Uldum is restricted to those individuals who possess the Plates of Uldum in their disc sets.$B$BData repositories inside the Uldum complex have been programmed to address specific experiments and data compilations; please refer to them for detailed information.,,4064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
,"Thank the light you are here! I'd accept help from a two-headed ogre at this point.~~The city has been overrun by troggs! The attempts to wipe them out resulted in mass contamination. But there is still hope.~~Our scientists who evacuated to Ironforge are working on a cure for the fallout sickness. Meanwhile, if you can help me stop the trogg invasion, perhaps the city can be retaken. ",4083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Give me a couple minutes, $n. There was some excitement in here a moment ago, and I just want to make sure things have died back down. I'll talk to you soon enough.",,4102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Welcome to Blue Moon Odds and Ends, $c.  If you have any questions, please let me know.",,4139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Brzzzzt!$B$BWelcome to Matrix Punchograph 3005 stroke A, a security level alpha terminal.$B$BWhite punch card detected.  Access Granted.~~01010100 01100101 01101100 01101100 00100000 01111001 01101111 01110101 01110010 00100000 01100110 01110010 01101001 01100101 01101110 01100100 01110011 00100000 01110100 01101111 00100000 01110000 01101100 01100001 01111001 00100000 01010111 01101111 01010111",,4170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Brzzzzt!$B$BWelcome to Matrix Punchograph 3005 stroke B, a security level beta terminal.$B$BYellow punch card detected.  Access Granted.~~01001011 01101001 01110011 01110011 00100000 01101101 01100101 00101100 00100000 01001001 00100111 01101101 00100000 01100111 01101110 01101111 01101101 01101001 01110011 01101000 00100001",,4171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Brzzzzt!$B$BWelcome to Matrix Punchograph 3005 stroke C, a security level chi terminal.$B$BBlue punch card detected.  Access Granted.~~01000111 01101110 01101111 01101101 01100101 01110010 01100101 01100111 01100001 01101110 00100000 01100110 01101111 01110010 01100101 01110110 01100101 01110010 00100001",,4172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Brzzzzt!$B$BWelcome to Matrix Punchograph 3005 stroke D, a security level delta terminal.$B$BRed punch card detected.  Access Granted.~~01001000 01101111 01110111 00100000 01100001 01101101 00100000 01001001 00100000 01100100 01110010 01101001 01110110 01101001 01101110 01100111 00111111",,4173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Incredible power can be found in the spirits or ""muisek"" of the creatures that we battle against.$B$BLook inside yourself; learn to harness the power of your own spirit, and you will be more powerful than you ever imagined.",,4179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Sul'thraze... the first time I heard the word uttered I was around your age. It meant nothing to me then, as it means nothing to you now. It was not until a warband of trolls coming from Zul'Farrak laid waste to the land that I understood... and feared.$B$BMany will tell you that the Splitblade of Suffering does not exist. That it's a myth; a rumor started to scare children 'straight.' But believe me, $r, it exists.$B$B<Trenton loses focus as he runs his hand across the jagged scar on his face.>",,4182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
Split in two to form the one. The twin blades are bound to Zul'Farrak.$B$BSul'thraze reborn when the twins are found.,,4184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
The guards of Theramore are the finest group of Alliance soldiers based in Kalimdor. It is our duty to uphold the laws of the Alliance even so far away from our homes.,,4225,7,0,0,0,0,0,0,0,1,0,0,0,0,0,40618
"We don't know much about the burning of the Shady Rest Inn, except that James Hyal's wife and child were unable to escape.$b$bWe managed to drag James out, but he hasn't been the same since.$b$bWe have many leads but not much evidence. It is our hope that through the efforts of the guard and the vigilant help of the people of Theramore, we will unravel this terrible crime.$b$bIf you would like to lend assistance to the investigation, what remains of the inn can be found at the border to the Barrens.",,4226,7,0,0,0,0,0,0,0,1,0,0,0,0,0,40618
"Can you see them, mortal? No... I did not think you could. Sighted but sightless - it is your gift and your curse.",,4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"The humans claimed much of the Dustwallow Marsh for themselves, but the Stonemaul clan, with our help, has been able to push them back.",,4258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"The humans built an inn on the edge of the Barrens. The Shady Rest, they called it. Weeks ago, it was burned down.$b$bThe Warchief told us to leave the humans alone, so long as they didn't cross our borders, but it appears someone violated his wishes.$b$bHe has put me in charge of getting to the bottom of it. If you wish to provide assistance, go to the remains of the Shady Rest Inn and return any clues you find to me.",,4260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"If Reethe is somehow involved with the burning of the Shady Rest Inn, you'll have to find him and get some answers out of him.$b$bI sent Ogron to track him down. He was headed off to the southeast. Meet up with Ogron and then go find Reethe.",,4262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
,"I don't care to hear it, $n. Nope, no way are you going to be let into the Searing Gorge. Impossible. Not going to happen. How many times do I have to tell you - I can't let you in! Do you not speak common? Are you an orc in disguise? N-O. NO!$B$BIf I let you in, then I have to let everybody in. Pretty soon your close friends will want in, then their distant relatives, then their friends, and so on and so forth. The last time that happened... well, we won't talk about the last time it happened. ",4265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
,"Are you mad? Do you know what manner of beast inhabit that place? The worst that can happen is that we'll have to scoop up your remains with a shovel. We've lost some good dwarves to those awful monsters.$B$BSo the answer is no. If you're bent on getting to the Searing Gorge, you'll have to find another way.",4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
,"I shouldn't even be telling you this but if you can make it past all the critters and beasties in Badlands, you might be able to make it to Searing Gorge.$B$BYes, the Badlands. There's some type of back road the orcs paved near Kargath. Just goes to show you what kind of fools we're dealing with here! A backdoor to hell? What were they thinking?",4269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
,Invulnerable?,4271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
,You're a fool that should heed my warnings. No one is invulnerable. You would be wise to remember that bit of advice.,4273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
,"I'll tell you what. Since you fancy yourself the hero type, if you can make your way through the Badlands to the Searing Gorge and bring me back something to prove your heroics, I'll see what I can do about getting you a key.$B$BIn the southeasternmost corner of Searing Gorge is a lady almost as tough as me, Margol the Rager. Maybe you should investigate.",4275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"What can you do at an inn?$B$BWell when you stay at an inn, you rest very comfortably.  Because of this, you will become ""well rested"" much more quickly than you would in the wilderness.  When you are well rested, you learn more from experience.$B$BYou may also speak with any innkeeper to get a hearthstone, and can later use the hearthstone in order to quickly return to that inn.","What can you do at an inn?$B$BWell when you stay at an inn, you rest very comfortably.  Because of this, you will become ""well rested"" much more quickly than you would in the wilderness.  When you are well rested, you learn more from experience.$B$BYou may also speak with any innkeeper to get a hearthstone, and can later use the hearthstone in order to quickly return to that inn.",4309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"You are well on your way, $n.  But you still have much to learn.  The southern Barrens may be where your next lesson is found.",,4349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Although we call this land the Barrens, to one who knows where to look this place teems with life.",,4350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
I sell the finest cloth and leather garb this side of the valley!,,4376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
,"You've come further than many, $n. Respect the elements around you and you shall fare far greater than most.",4385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
The altar seems to beckon to you as if it were alive.,,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
Praise Elune! It has been many years since I have had visitors.,,4407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"As a young night elf in Darkshore, I crossed paths with a group of unsavory individuals known as the Twilight's Hammer. A group of them befriended me and shamefully, I ended up eschewing my faith in Elune and embracing the vitriol of the Twilight's Hammer.$B$BIt was not until a vision came to me from Elune, that I woke up from the malaise that I had fallen into as a follower of the old gods.$B$BIn repentance, I began work on my prayer to Elune. ",,4409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Etched into a tablet of pure gold was the embodiment of my remorse, shame, regret, and sorrow. Unfortunately, the Twilight's Hammer found the tablet and branded me a blasphemer. I was summarily executed, my prayer to Elune incomplete. I am now bound to this world as a spirit, unable to transcend to the Nether; held in this cage as a warning to all that would betray the faith of the Twilight's Hammer.~",,4411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"The ancient Altar of Hakkar stands silently near the entrance to the room.$B$BLooking to the balconies above it, you notice a large serpent-like statue rests on each. The statues look very much like the ones on the altar before you. They must be related in some way...","The ancient Altar of Hakkar stands silently near the entrance to the room.$B$BLooking to the balconies above it, you notice a large serpent-like statue rests on each. The statues look very much like the ones on the altar before you. They must be related in some way...",4416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Existing in this area are many creatures considered allies of the night elves. The elves have had access to the power within each of these creatures; it is time that the horde be allowed this same satisfaction. I have devised a way that this power can be captured and used for our benefit.$B$BDo not doubt what I tell you, $n. Help me, and you shall see that I speak truth.",,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"If tailoring is your thing, Vizzklick will most definitely have your supplies. Take a look around, $n, and let me know if you wish to purchase something!",,4423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Grab your things, $n! I've just gotten word from Nilith Lokrav in the Searing Gorge that the Undermarket has set up operations in the heart of the Cauldron. Find Nilith Lokrav in the Searing Gorge and get the low down!",,4425,0,0,0,0,0,0,0,0,1,5,0,0,0,0,40618
"One bright light appears accross the room, then disppears. Then you notice another beam... and then another.$B$BThey seem to be showing you a pattern.","One bright light appears accross the room, then disppears. Then you notice another beam... and then another.$B$BThey seem to be showing you a pattern.",4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
Vengeance shall be mine.,,4429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"My father was slain by the filth that inhabits the cauldron. My pleas for assistance to the Stormwind magistrate fell on deaf ears. Nay, they want not to admit that this part of the world even exists, let alone send their precious military in to administer justice.$B$BI seek vengeance, $r, plain and simple. Is there a more passionate cause in this world?",,4431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"As you can see, I am but one man with a lumbering oaf of a squire. The might of the Dark Iron dwarves and the beasts held in the grip of Ragnaros would surely overwhelm me alone, but I have the utmost confidence that such a brave and ambitious adventurer such as you would have no problem handling the denizens of the cauldron. Should you choose to assist me, I shall reward you with riches and wealth beyond your wildest dreams.",,4433,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40618
"I give unto you cordial salutations, $r.  You've come far off the beaten path merely to speak to someone dwelling inside a cave.  I trust there is a reason for your strange, yet not unforeseen visit here.  Yes?",,4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Greetings, $Gsir:miss;. I am Master Xylem's apprentice Nyrill. If you have any concerns, please feel free to bring them up with the master.$B$BI will be here to serve you when you're ready to return down to the base of the mountain.",,4469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"I know who you are, $n.  Fate and forces beyond that have brought you to me for a reason, and it is one I take no pleasure in being a part of.  There are many decisions you will make in the coming times, and I hope you are wise enough to make the correct ones.$B$BBelieve me, $r, when I tell you this - there are correct choices.",,4470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"You are quite inquisitive, though such inquisitiveness belies a general lack of understanding.  I say this because were you to have a definite purpose in being here, the question you ask would seem pointless. $B$BWith that, I bid you good day.",,4472,0,0,0,0,0,0,0,0,21,0,0,0,0,0,40618
"You know I do, mortal; I am abandoning a fair number of pretenses here, and I recommend you do the same.$B$BYou have come here clearly because you know that what you possess, garnered from your actions within the Sunken Temple of the Atal'al, has brought you to me for a purpose.  This purpose is to put my associate... my brother, to rest.  He is trapped within a nightmare within the Dream itself.  He cannot break free alone.",,4475,0,0,0,0,0,0,0,0,25,0,0,0,0,0,40618
"The god that the Atal'ai trolls had brought forth is to blame for this.  We destroyed the god's physical manifestation and sunk the temple, but the god was much stronger than even we had anticipated.  Its seed of corruption ran deep, twisting everything in its path.$B$BEranikus was charged to watch over the sunken temple to ensure that neither the simple Atal'ai nor their god would rise again.  He was an unwitting victim of this corruption, and we in underestimating its potency.",,4477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"The fact that you are here is a first step... a correct choice if you will, in aiding Ysera's Dragonflight.$B$BYou may be here for purely the lure of personal gain, or you may be here because you are morally compelled.  Neither reason is important on its own, but both are in fact critical to this end: The agony that Eranikus endures is what rousted me from my Dream, and it is now my charge to see his torment ended.  I now ask you to aid me in this quest.~",,4479,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40618
"Interesting, interesting... I know of a druid that lives atop the hill above the Wailing Caverns, $n. She might be able to tell you more about this shard you have found.$B$BNow, I must get back to work!",,4486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"The days we've spent here in Azshara are not among our best and most glorious, but we are still young and blood still courses through our veins--we shall find victory here. It is only a matter of time.",,4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Belgrom sent us here from Orgrimmar to aid him in an unwise Alliance, but if his gamble pays off, then it will be to the great benefit of all the Horde.$B$BToo many orcs have already perished because of his desire to please women, but he still commands us, and our honor dictates we make the best of this situation.",,4497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
,"I am not here because of honor, $n. I am here because of one orc's pride.$B$BIf I had not rejected Belgrom's offers, then I'm sure I'd still be in Orgrimmar taking care of real business.$B$BHis desire for women is not unknown to many of the female warriors in Durotar, but that doesn't stop him from being his charming self.$B$BHe's lucky he didn't pursue his desire for me much longer though--he'd be short more than just the digits on his hands.",4498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
,"Greetings, $n. I see you've come from Orgrimmar to aid us. I'm glad. I want to be out of this forsaken forest as quickly as possible. I'd much rather be spending my time in Orgrimmar with a good ale.$B$BAlthough I cannot wait to hear how Belgrom talked you into coming out here.",4499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"What brings you to the Cenarion Circle, $n?",,4509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"I know, I know, I'm out here in the middle of nowhere!$B$BMy home is actually in Ratchet, but after crashing my zeppelin here, I thought I might as well start the research I came here to do!",,4511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
This spirit hovers over its fallen body.  Its ghostly eyes pierce through you as it gazes beyond...,,4512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
,"The land of Feralas has been through much, $r. The earth, the trees, the creatures; they are all changing what Feralas is and will be.$B$BThe Twin Colossals above us remain as a constant, though, throughout all that has happened here...",4517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"To get down safely, I provide wings to those in need. ",,4518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Well, now that you mention it, yeah, I did see something I thought was a little strange yesterday afternoon!$B$BI was running past some old troll ruins southeast of here; well, I wasn't really running, more like hopping... The sand's so hot!$B$BAnyway, so I was hopping past the ruins, when I noticed a camp set up there. Seems like a funny place to set up camp, if you ask me... I would have poked around a little more but one of those crazy big vultures chased me off.",,4520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Thank you for saving me!$B$BI'm a cook and an alchemist from Stormwind.  I was here looking for local herbs and recipes for my uncle Angus when these quilboar captured me.  If you hadn't come around, I'm sure I'd have ended up in their stew pot!",,4534,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40618
"Hm... yes, I do have a recipe you might find useful.  Let me teach you!",,4536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40618
"Well yes, I do know a rare alchemical recipe.  Let me teach you!",,4538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Greetings!  If you are here to access goblin engineering schemata, please have your goblin engineer membership card ready for verification.",,4550,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40618
"Greetings!  If you are here to access gnome engineering schemata, please have your gnome engineer membership card ready for verification.",,4552,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40618
"Hello there $glad:lass;... the name's Oglethorpe and I may be responsible for one of the amazing gnomish devices you might possess!  If it blew up, then it wasn't me; if it made you rich though, we can discuss royalties!$B$BOh, and if you're from Gnomeregan, you can just take two ninety degree angles, smash them together, and start marching.  I have nothing to say to you.",,4554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Well, if it isn't $n!  It's good to see you again; I cannot express my gratitude enough at the help that you've given me and my invention work to date.$B$BWhat can I do for you today?",,4555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"I am Tinkmaster Overspark, and I am the chief architect for modern gnomish engineering principles in the world today.  It is my job to ensure that the power of invention continues to shine brightest from our arclight spanners than anywhere else!$B$BAlso, if you happen to know a good schematic for radiation elimination, we just so happen to be in the market for one right about now...",,4556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Let me break down a little math for you: ""goblin"" plus ""engineering"" equals KNOW HOW, baby.  Anyone who tells you otherwise simply doesn't know how to add.",,4557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Through my studies, I see that defeating the god Hakkar's avatar has weakened him.  But the bulk of his strength remains, lurking at the far end of the Nether.$B$BYou have defeated his avatar once, $n.  Perhaps if you defeat it again you can further weaken the god so that, one day, we might face his true self.$B$BI have prepared a spell that you may use to again summon an avatar of Hakkar within the Sanctum of the Fallen God.  Do you want to confront it once again?",,4563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Greetings, $c.  Though time and drink have dulled my outer senses, my inner eyes remain strong.",,4565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Hello, $n. I train and care for young hippogryphs here; feel free to have a look around.",,4572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Druids are very sensitive to the plight of all creatures of the world. When it was found that these birds were in danger, we set up a system of rescuing them from the corruption of Feralas.$B$BA gnome named Curgle Cranklehop leads the affair; she collects the eggs and has them sent here, where I care for them.$B$BWe could always use more help for our cause, $n. Maybe you should head over to Gadgetzan and look for Curgle.",,4574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Thank you, little $r!",,4577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
Your talents in cooking are a little too low.  Maybe with some practice I can teach you what I know.,,4578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
,"The arcane only corrupts those who are weak. Even if you do not follow the path of the warlock, you would do well to remember that.",4581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"The arcane only corrupts those who are weak. Keep up on your training, or you may find a similar fate.","The arcane only corrupts those who are weak. Keep up on your training, or you may find a similar fate.",4584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"I am bound eternally to this cursed world. What is it you desire, mortal?",,4591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
,"Greetings, $n. Have you come to learn of the history of Ironforge?",4601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
,Notify me when you are ready to listen to the story.,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
,"Hundreds of years ago, the great city of Thaurissan stood proudly in a lush expanse of land that is now the dilapidated Burning Steppes.$B$BThaurissan was home to the nation of Dark Iron dwarves and at the time, in the midst of a civil war among the dwarven nation at large.$B$BYou see, that area of the world was at one point in time part of the Redridge Mountains - until the day that Thaurissan was consumed by a gigantic explosion. The city lay in ruin, the surrounding areas reduced to an ashy wasteland.~",4604,0,0,0,0,0,0,0,0,1,1,1,0,0,0,40618
,"We do not know.$B$BThe Dark Irons that did survive made their way into the mountain and began rebuilding their city.$B$BFrom the ashes of Thaurissan then rose Blackrock Spire and the new Dark Iron nation. Additional fortifications were made within the Searing Gorge, in the area known as the Cauldron.$B$BStories of an ancient evil that controlled the kingdom of Dark Irons began to circulate. ",4606,0,0,0,0,0,0,0,0,1,1,1,0,0,0,40618
,"Recently, the Dark Irons have been seen on the surface world with greater regularity. Fortresses have been built in the Badlands. Massive exploratory forces have been sent into the depths of Uldaman in search of ancient lore. They have even invaded our own homeland, striking at our dam near the loch.",4608,0,0,0,0,0,0,0,0,1,1,1,0,0,0,40618
,"We need adventurers to assist us, $n. Will you help?",4610,0,0,0,0,0,0,0,0,6,0,0,0,0,0,40618
"Um, hello!  If you are here about fee collection and/or a summons, then you must have me mistaken for someone else.  Terribly sorry!",,4614,0,0,0,0,0,0,0,0,3,0,0,0,0,0,40618
,"I think my necklace fell in the lake.  My daddy got it for me, and he's gonna be mad now.",4615,0,0,0,0,0,0,0,0,18,0,0,0,0,0,40618
,Thank you $g mister : miss; for finding my necklace!  You're the best!,4616,0,0,0,0,0,0,0,0,4,0,0,0,0,0,40618
"Besides the Grunts outside, my brothers and I fought at the battle of Hyjal. Any who seek to steal from the bank must face us first.","Besides the Grunts outside, my brothers and I fought at the battle of Hyjal. Any who seek to steal from the bank must face us first.",4617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
Hello there $g mister : ma'am;... do you have a little time that you could help us out?  Please?,,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"I guarantee this bank's security with my own blood, is that good enough for you?","I guarantee this bank's security with my own blood, is that good enough for you?",4619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Thank you again for helping Hilary, $g mister : miss;!  When I grow up, I wanna be a hero just like you!",,4620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
Would you rather trust your goods with a goblin?,Would you rather trust your goods with a goblin?,4621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"So many years of battle and slavery, it feels good to have a home again. ","So many years of battle and slavery, it feels good to have a home again. ",4622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Tell me what you want, and make it quick.","Tell me what you want, and make it quick.",4623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
I live only to serve the master.,,4624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Even in peace there is still war, and many clans still fight beneath the banner of the Warchief. Are you here to add your clan to those that fight for Orgrimmar?","Even in peace there is still war, and many clans still fight beneath the banner of the Warchief. Are you here to add your clan to those that fight for Orgrimmar?",4629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Hello, $n! I am master engineer, Scooty.",,4632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"The earth keeps many secrets, $c; it is our duty to ensure that those that must remain a secret for the good of all stays as such.",,4635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"If you are here to waste my time, then you are wasting the time of the Cenarion Circle as a whole.  For your sake, let us hope that you are not foolish enough to be doing just that.",,4636,0,0,0,0,0,0,0,0,25,0,0,0,0,0,40618
"I can't believe the officials in Stormwind, sending the bulk of our army abroad... when our home front is under so much pressure!$B$BWith thieves coming from Westfall and gnolls encroaching from from the east and west, it's a wonder Stormwind itself isn't besieged.",,4637,7,0,0,0,0,0,0,0,5,0,0,0,0,0,40618
"Hello, $c.  I hope you've come to bolster our ranks.  Beasts and thieves are spilling into our beloved Elwynn, and we barely have enough men to keep the roads safe!$B$BAnd if you haven't done so, read that notice about Hogger.  He's a beast in yonder woods that must be dealt with.",,4638,7,0,0,0,0,0,0,0,1,0,0,0,0,0,40618
"Hello, $n.  Welcome to Thelsamar, and while you're here don't forget to visit our local brewery!",,4639,7,0,0,0,0,0,0,0,1,0,0,0,0,0,40618
"Welcome to Thelsamar, your home away from home in Loch Modan!$B$BThelsamar is a nice place, but it's not all beer and salted meat for those who answer the call to duty!  If you're willing to face danger in the name of the Alliance, then read the poster outside the Thelsamar branch of the Explorers' League.",,4640,7,0,0,0,0,0,0,0,5,0,0,0,0,0,40618
,"Ahoy, $n! Not a pretty picture, is it?$B$BThe Horizon Scout at the bottom of the sea, my crew in shambles, and our cargo and passengers strewn about like so much debris that you'd think this was one of Stormwind's canals after a festival.$B$BAnd that's not where the trouble ends...",4641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Conspiracies abound, I say.  There are those who lack vision in understanding what I do, and would seek to keep me shackled to obscurity!$B$BDon't step in the dirt.",,4643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"What am I doing?  Do you lack vision?  I am a dreamer, good $g sir : lady;, and I dream of a better future for us all.  Clearly, I am a visionary.$B$BThere are those, however, who seek to keep us mired in banality.  I told him that I was a dreamer, and Arch Druid Staghelm replied, ""Well, the world needs ditch diggers too.""$B$BUntil such time as the shackles of banality are ripped from us, I will help the Cenarion Circle by shuffling these piles of dirt around.",,4645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Greetings, $r. I am Franclorn Forgewright. Are you here to learn of the Spire and of Dark Iron?",,4646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"I had no choice, or so I thought. I would endure the destruction of Thaurissan and stand by the side of my king and his people.$B$BUnder the control of Ragnaros, King Dagran Thaurissan tore out the heart of this mountain and erected Blackrock Spire. We worked tirelessly to build a dwarven city mightier than any city or fortress that came before... or would come after.",,4649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"I stood by and watched the corruption of Ragnaros seep through the hearts and minds of the Dark Iron nation. This once honorable race, driven to madness... to evil.$B$BWhen the construction of the Spire was complete, my will to live amongst my people gave way. I passed as a hero of the new nation of Dark Iron. This tomb was placed here - at the entrance to the city I planned and built - in honor of my efforts.",,4651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"My great hammer, Ironfel, was handed down to the new chief architect, Fineous Darkvire: A man of despicable motive and little talent.$B$BThis is where you come in, $n. I want him stopped. He is too inept to harness the true power of Ironfel, but should one come after him with the aptitude to use Ironfel to its full potential, the destruction they could cause with their creations would be disastrous to this world.~",,4653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40618
"Yes, but you'll find it more rewarding if you have skill in herbalism!  You will be required to nurture and cultivate special seeds -- not to swing an axe blindly or gesticulate wildly at passing shadows.  While the Evergreen Pouch you'll receive allows even the simplest brute to grow something, those who show some aptitude will have more bountiful results.",,4656,0,0,0,0,0,0,0,0,25,0,0,0,0,0,40618
"Be advised, $g Jackson : Princess; - I am in no mood for any comment that you think is cute or funny.  I am here to make sure that the Arch Druid's research proceeds as planned, and my orders are to weed out all non-hackers who do not pack the gear to serve in my beloved Cenarion Circle.",,4659,0,0,0,0,0,0,0,0,66,0,0,0,0,0,40618
,"Greetings, noble $c.  This humble servant of the Cenarion Circle wishes blessings and bounties be given unto you and yours.",4660,0,0,0,0,0,0,0,0,2,0,0,0,0,0,40618
